instance,family,n_customers,method,method_family,tag,metaheuristic,time_limit_s,vehicle_cost,K_eval,seed_eval,cv_global_eval,cv_link_eval,feasible,vehicles,distance,runtime_s,ontime_mean,ontime_p50,ontime_p95,tard_mean,sla_metric,sla_threshold,meets_SLA,is_champion,status,version_tag,seed_build,gap_to_det_pct,gap_to_best_pct
C202,C,100,Gamma2-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1055.0,316.9,100.0,98.7,99.3,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,1.15,1.67
C202,C,100,SAA32-b0p5,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1097.9,289.8,100.0,98.6,100.0,0.0,ontime_p50,95.0,True,True,feasible,static_v1,0,5.26,5.8
C202,C,100,Q130,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1059.8,28.4,99.9,98.5,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,1.61,2.13
C202,C,100,Gamma1-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1053.2,249.8,99.4,98.4,99.5,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,0.98,1.49
C202,C,100,SAA64-b0p7,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1082.7,565.4,100.0,98.3,99.6,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,3.81,4.34
C202,C,100,SAA16-b0p3,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1068.7,200.9,99.9,97.8,99.6,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,2.46,2.99
C203,C,100,SAA16-b0p3,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1066.0,167.8,100.0,99.1,99.8,2.3,ontime_p50,95.0,True,True,feasible,static_v1,0,1.94,1.94
C203,C,100,Q110,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1046.5,19.5,99.8,98.7,99.7,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,0.08,0.08
C203,C,100,Q120,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,11,1043.9,24.7,99.3,98.6,99.2,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,-0.17,-0.17
C203,C,100,SAA64-b0p7,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1081.8,559.3,100.0,98.5,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,3.45,3.45
C203,C,100,Gamma1-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1057.1,221.5,99.9,98.4,99.8,2.4,ontime_p50,95.0,True,True,feasible,static_v1,0,1.09,1.09
C203,C,100,Gamma2-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1058.3,323.7,99.8,98.2,99.9,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,1.2,1.2
C203,C,100,DET,DET,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1045.7,8.7,99.3,98.1,99.7,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,0.0,0.0
C203,C,100,Q130,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1066.0,28.8,99.4,98.0,99.3,2.2,ontime_p50,95.0,True,False,feasible,static_v1,0,1.94,1.94
C203,C,100,SAA32-b0p5,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1104.1,300.6,100.0,97.7,99.6,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,5.58,5.58
C204,C,100,SAA64-b0p7,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1110.6,560.2,100.0,99.3,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,7.83,8.36
C204,C,100,Gamma2-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1044.5,395.9,100.0,99.2,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,1.41,1.91
C204,C,100,SAA16-b0p3,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1045.3,164.8,100.0,99.0,99.9,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,1.49,1.99
C204,C,100,Q120,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,11,1021.1,24.7,99.6,99.0,99.8,2.4,ontime_p50,95.0,True,False,feasible,static_v1,0,-0.86,-0.37
C204,C,100,Gamma1-q1p645,Gamma,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,11,1040.6,252.7,99.7,98.4,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,1.03,1.53
C204,C,100,Q110,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1024.9,19.1,100.0,98.2,100.0,0.0,ontime_p50,95.0,True,True,feasible,static_v1,0,-0.5,0.0
C204,C,100,Q130,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,11,1043.0,26.6,99.9,97.9,99.8,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,1.26,1.77
C204,C,100,SAA32-b0p5,SAA,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1083.5,284.7,100.0,97.8,99.7,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,5.19,5.72
C204,C,100,DET,DET,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,1030.0,9.9,99.0,97.0,98.5,2.3,ontime_p50,95.0,True,False,feasible,static_v1,0,0.0,0.5
C205,C,100,Q130,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,978.4,29.3,100.0,99.4,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,2.97,3.88
C205,C,100,Q110,Q,TL30_MGLS_V10000,GLS,30,10000,200,42,0.2,0.1,True,10,974.5,17.6,99.8,99.3,100.0,0.0,ontime_p50,95.0,True,False,feasible,static_v1,0,2.56,3.46
